,index,product,date,region,sales
3008,21056,pink morsel,2020-02-28,north,1509.0
3009,21057,pink morsel,2020-02-28,south,1686.0
3010,21058,pink morsel,2020-02-28,east,1590.0
3011,21059,pink morsel,2020-02-28,west,1689.0
3012,21084,pink morsel,2020-02-29,north,1671.0
3013,21085,pink morsel,2020-02-29,south,1728.0
3014,21086,pink morsel,2020-02-29,east,1524.0
3015,21087,pink morsel,2020-02-29,west,1656.0
3016,21112,pink morsel,2020-03-01,north,1593.0
3017,21113,pink morsel,2020-03-01,south,1626.0
3018,21114,pink morsel,2020-03-01,east,1626.0
3019,21115,pink morsel,2020-03-01,west,1692.0
3020,21140,pink morsel,2020-03-02,north,1509.0
3021,21141,pink morsel,2020-03-02,south,1788.0
3022,21142,pink morsel,2020-03-02,east,1572.0
3023,21143,pink morsel,2020-03-02,west,1569.0
3024,21168,pink morsel,2020-03-03,north,1632.0
3025,21169,pink morsel,2020-03-03,south,1548.0
3026,21170,pink morsel,2020-03-03,east,1623.0
3027,21171,pink morsel,2020-03-03,west,1506.0
3028,21196,pink morsel,2020-03-04,north,1773.0
3029,21197,pink morsel,2020-03-04,south,1677.0
3030,21198,pink morsel,2020-03-04,east,1638.0
3031,21199,pink morsel,2020-03-04,west,1569.0
3032,21224,pink morsel,2020-03-05,north,1794.0
3033,21225,pink morsel,2020-03-05,south,1764.0
3034,21226,pink morsel,2020-03-05,east,1530.0
3035,21227,pink morsel,2020-03-05,west,1770.0
3036,21252,pink morsel,2020-03-06,north,1623.0
3037,21253,pink morsel,2020-03-06,south,1734.0
3038,21254,pink morsel,2020-03-06,east,1698.0
3039,21255,pink morsel,2020-03-06,west,1503.0
3040,21280,pink morsel,2020-03-07,north,1641.0
3041,21281,pink morsel,2020-03-07,south,1581.0
3042,21282,pink morsel,2020-03-07,east,1797.0
3043,21283,pink morsel,2020-03-07,west,1674.0
3044,21308,pink morsel,2020-03-08,north,1701.0
3045,21309,pink morsel,2020-03-08,south,1590.0
3046,21310,pink morsel,2020-03-08,east,1599.0
3047,21311,pink morsel,2020-03-08,west,1791.0
3048,21336,pink morsel,2020-03-09,north,1719.0
3049,21337,pink morsel,2020-03-09,south,1776.0
3050,21338,pink morsel,2020-03-09,east,1542.0
3051,21339,pink morsel,2020-03-09,west,1740.0
3052,21364,pink morsel,2020-03-10,north,1644.0
3053,21365,pink morsel,2020-03-10,south,1653.0
3054,21366,pink morsel,2020-03-10,east,1797.0
3055,21367,pink morsel,2020-03-10,west,1740.0
3056,21392,pink morsel,2020-03-11,north,1605.0
3057,21393,pink morsel,2020-03-11,south,1584.0
3058,21394,pink morsel,2020-03-11,east,1662.0
3059,21395,pink morsel,2020-03-11,west,1572.0
3060,21420,pink morsel,2020-03-12,north,1635.0
3061,21421,pink morsel,2020-03-12,south,1548.0
3062,21422,pink morsel,2020-03-12,east,1680.0
3063,21423,pink morsel,2020-03-12,west,1767.0
3064,21448,pink morsel,2020-03-13,north,1554.0
3065,21449,pink morsel,2020-03-13,south,1686.0
3066,21450,pink morsel,2020-03-13,east,1749.0
3067,21451,pink morsel,2020-03-13,west,1554.0
3068,21476,pink morsel,2020-03-14,north,1662.0
3069,21477,pink morsel,2020-03-14,south,1557.0
3070,21478,pink morsel,2020-03-14,east,1755.0
3071,21479,pink morsel,2020-03-14,west,1758.0
3072,21504,pink morsel,2020-03-15,north,1500.0
3073,21505,pink morsel,2020-03-15,south,1665.0
3074,21506,pink morsel,2020-03-15,east,1761.0
3075,21507,pink morsel,2020-03-15,west,1626.0
3076,21532,pink morsel,2020-03-16,north,1650.0
3077,21533,pink morsel,2020-03-16,south,1722.0
3078,21534,pink morsel,2020-03-16,east,1641.0
3079,21535,pink morsel,2020-03-16,west,1611.0
3080,21560,pink morsel,2020-03-17,north,1701.0
3081,21561,pink morsel,2020-03-17,south,1701.0
3082,21562,pink morsel,2020-03-17,east,1794.0
3083,21563,pink morsel,2020-03-17,west,1509.0
3084,21588,pink morsel,2020-03-18,north,1566.0
3085,21589,pink morsel,2020-03-18,south,1716.0
3086,21590,pink morsel,2020-03-18,east,1701.0
3087,21591,pink morsel,2020-03-18,west,1605.0
3088,21616,pink morsel,2020-03-19,north,1581.0
3089,21617,pink morsel,2020-03-19,south,1797.0
3090,21618,pink morsel,2020-03-19,east,1725.0
3091,21619,pink morsel,2020-03-19,west,1554.0
3092,21644,pink morsel,2020-03-20,north,1665.0
3093,21645,pink morsel,2020-03-20,south,1641.0
3094,21646,pink morsel,2020-03-20,east,1677.0
3095,21647,pink morsel,2020-03-20,west,1707.0
3096,21672,pink morsel,2020-03-21,north,1575.0
3097,21673,pink morsel,2020-03-21,south,1674.0
3098,21674,pink morsel,2020-03-21,east,1707.0
3099,21675,pink morsel,2020-03-21,west,1710.0
3100,21700,pink morsel,2020-03-22,north,1644.0
3101,21701,pink morsel,2020-03-22,south,1668.0
3102,21702,pink morsel,2020-03-22,east,1674.0
3103,21703,pink morsel,2020-03-22,west,1737.0
3104,21728,pink morsel,2020-03-23,north,1767.0
3105,21729,pink morsel,2020-03-23,south,1620.0
3106,21730,pink morsel,2020-03-23,east,1593.0
3107,21731,pink morsel,2020-03-23,west,1542.0
3108,21756,pink morsel,2020-03-24,north,1548.0
3109,21757,pink morsel,2020-03-24,south,1662.0
3110,21758,pink morsel,2020-03-24,east,1740.0
3111,21759,pink morsel,2020-03-24,west,1572.0
3112,21784,pink morsel,2020-03-25,north,1779.0
3113,21785,pink morsel,2020-03-25,south,1770.0
3114,21786,pink morsel,2020-03-25,east,1623.0
3115,21787,pink morsel,2020-03-25,west,1575.0
3116,21812,pink morsel,2020-03-26,north,1785.0
3117,21813,pink morsel,2020-03-26,south,1671.0
3118,21814,pink morsel,2020-03-26,east,1749.0
3119,21815,pink morsel,2020-03-26,west,1791.0
3120,21840,pink morsel,2020-03-27,north,1713.0
3121,21841,pink morsel,2020-03-27,south,1623.0
3122,21842,pink morsel,2020-03-27,east,1605.0
3123,21843,pink morsel,2020-03-27,west,1566.0
3124,21868,pink morsel,2020-03-28,north,1569.0
3125,21869,pink morsel,2020-03-28,south,1605.0
3126,21870,pink morsel,2020-03-28,east,1728.0
3127,21871,pink morsel,2020-03-28,west,1665.0
3128,21896,pink morsel,2020-03-29,north,1782.0
3129,21897,pink morsel,2020-03-29,south,1800.0
3130,21898,pink morsel,2020-03-29,east,1518.0
3131,21899,pink morsel,2020-03-29,west,1800.0
3132,21924,pink morsel,2020-03-30,north,1515.0
3133,21925,pink morsel,2020-03-30,south,1764.0
3134,21926,pink morsel,2020-03-30,east,1632.0
3135,21927,pink morsel,2020-03-30,west,1608.0
3136,21952,pink morsel,2020-03-31,north,1794.0
3137,21953,pink morsel,2020-03-31,south,1635.0
3138,21954,pink morsel,2020-03-31,east,1572.0
3139,21955,pink morsel,2020-03-31,west,1629.0
3140,21980,pink morsel,2020-04-01,north,1557.0
3141,21981,pink morsel,2020-04-01,south,1536.0
3142,21982,pink morsel,2020-04-01,east,1587.0
3143,21983,pink morsel,2020-04-01,west,1728.0
3144,22008,pink morsel,2020-04-02,north,1779.0
3145,22009,pink morsel,2020-04-02,south,1773.0
3146,22010,pink morsel,2020-04-02,east,1794.0
3147,22011,pink morsel,2020-04-02,west,1503.0
3148,22036,pink morsel,2020-04-03,north,1767.0
3149,22037,pink morsel,2020-04-03,south,1743.0
3150,22038,pink morsel,2020-04-03,east,1560.0
3151,22039,pink morsel,2020-04-03,west,1746.0
3152,22064,pink morsel,2020-04-04,north,1731.0
3153,22065,pink morsel,2020-04-04,south,1692.0
3154,22066,pink morsel,2020-04-04,east,1722.0
3155,22067,pink morsel,2020-04-04,west,1563.0
3156,22092,pink morsel,2020-04-05,north,1797.0
3157,22093,pink morsel,2020-04-05,south,1755.0
3158,22094,pink morsel,2020-04-05,east,1611.0
3159,22095,pink morsel,2020-04-05,west,1635.0
3160,22120,pink morsel,2020-04-06,north,1752.0
3161,22121,pink morsel,2020-04-06,south,1749.0
3162,22122,pink morsel,2020-04-06,east,1782.0
3163,22123,pink morsel,2020-04-06,west,1521.0
3164,22148,pink morsel,2020-04-07,north,1752.0
3165,22149,pink morsel,2020-04-07,south,1686.0
3166,22150,pink morsel,2020-04-07,east,1500.0
3167,22151,pink morsel,2020-04-07,west,1785.0
3168,22176,pink morsel,2020-04-08,north,1611.0
3169,22177,pink morsel,2020-04-08,south,1794.0
3170,22178,pink morsel,2020-04-08,east,1734.0
3171,22179,pink morsel,2020-04-08,west,1659.0
3172,22204,pink morsel,2020-04-09,north,1650.0
3173,22205,pink morsel,2020-04-09,south,1587.0
3174,22206,pink morsel,2020-04-09,east,1629.0
3175,22207,pink morsel,2020-04-09,west,1506.0
3176,22232,pink morsel,2020-04-10,north,1794.0
3177,22233,pink morsel,2020-04-10,south,1551.0
3178,22234,pink morsel,2020-04-10,east,1503.0
3179,22235,pink morsel,2020-04-10,west,1776.0
3180,22260,pink morsel,2020-04-11,north,1659.0
3181,22261,pink morsel,2020-04-11,south,1590.0
3182,22262,pink morsel,2020-04-11,east,1515.0
3183,22263,pink morsel,2020-04-11,west,1506.0
3184,22288,pink morsel,2020-04-12,north,1722.0
3185,22289,pink morsel,2020-04-12,south,1512.0
3186,22290,pink morsel,2020-04-12,east,1773.0
3187,22291,pink morsel,2020-04-12,west,1635.0
3188,22316,pink morsel,2020-04-13,north,1548.0
3189,22317,pink morsel,2020-04-13,south,1692.0
3190,22318,pink morsel,2020-04-13,east,1698.0
3191,22319,pink morsel,2020-04-13,west,1755.0
3192,22344,pink morsel,2020-04-14,north,1521.0
3193,22345,pink morsel,2020-04-14,south,1593.0
3194,22346,pink morsel,2020-04-14,east,1644.0
3195,22347,pink morsel,2020-04-14,west,1587.0
3196,22372,pink morsel,2020-04-15,north,1800.0
3197,22373,pink morsel,2020-04-15,south,1788.0
3198,22374,pink morsel,2020-04-15,east,1764.0
3199,22375,pink morsel,2020-04-15,west,1650.0
3200,22400,pink morsel,2020-04-16,north,1704.0
3201,22401,pink morsel,2020-04-16,south,1659.0
3202,22402,pink morsel,2020-04-16,east,1644.0
3203,22403,pink morsel,2020-04-16,west,1500.0
3204,22428,pink morsel,2020-04-17,north,1734.0
3205,22429,pink morsel,2020-04-17,south,1617.0
3206,22430,pink morsel,2020-04-17,east,1584.0
3207,22431,pink morsel,2020-04-17,west,1569.0
3208,22456,pink morsel,2020-04-18,north,1623.0
3209,22457,pink morsel,2020-04-18,south,1500.0
3210,22458,pink morsel,2020-04-18,east,1578.0
3211,22459,pink morsel,2020-04-18,west,1590.0
3212,22484,pink morsel,2020-04-19,north,1761.0
3213,22485,pink morsel,2020-04-19,south,1728.0
3214,22486,pink morsel,2020-04-19,east,1716.0
3215,22487,pink morsel,2020-04-19,west,1704.0
3216,22512,pink morsel,2020-04-20,north,1665.0
3217,22513,pink morsel,2020-04-20,south,1515.0
3218,22514,pink morsel,2020-04-20,east,1725.0
3219,22515,pink morsel,2020-04-20,west,1695.0
3220,22540,pink morsel,2020-04-21,north,1755.0
3221,22541,pink morsel,2020-04-21,south,1521.0
3222,22542,pink morsel,2020-04-21,east,1629.0
3223,22543,pink morsel,2020-04-21,west,1686.0
3224,22568,pink morsel,2020-04-22,north,1614.0
3225,22569,pink morsel,2020-04-22,south,1614.0
3226,22570,pink morsel,2020-04-22,east,1569.0
3227,22571,pink morsel,2020-04-22,west,1527.0
3228,22596,pink morsel,2020-04-23,north,1764.0
3229,22597,pink morsel,2020-04-23,south,1524.0
3230,22598,pink morsel,2020-04-23,east,1611.0
3231,22599,pink morsel,2020-04-23,west,1785.0
3232,22624,pink morsel,2020-04-24,north,1716.0
3233,22625,pink morsel,2020-04-24,south,1692.0
3234,22626,pink morsel,2020-04-24,east,1506.0
3235,22627,pink morsel,2020-04-24,west,1533.0
3236,22652,pink morsel,2020-04-25,north,1638.0
3237,22653,pink morsel,2020-04-25,south,1638.0
3238,22654,pink morsel,2020-04-25,east,1755.0
3239,22655,pink morsel,2020-04-25,west,1545.0
3240,22680,pink morsel,2020-04-26,north,1512.0
3241,22681,pink morsel,2020-04-26,south,1593.0
3242,22682,pink morsel,2020-04-26,east,1674.0
3243,22683,pink morsel,2020-04-26,west,1719.0
3244,22708,pink morsel,2020-04-27,north,1530.0
3245,22709,pink morsel,2020-04-27,south,1593.0
3246,22710,pink morsel,2020-04-27,east,1641.0
3247,22711,pink morsel,2020-04-27,west,1575.0
3248,22736,pink morsel,2020-04-28,north,1788.0
3249,22737,pink morsel,2020-04-28,south,1749.0
3250,22738,pink morsel,2020-04-28,east,1581.0
3251,22739,pink morsel,2020-04-28,west,1524.0
3252,22764,pink morsel,2020-04-29,north,1680.0
3253,22765,pink morsel,2020-04-29,south,1674.0
3254,22766,pink morsel,2020-04-29,east,1773.0
3255,22767,pink morsel,2020-04-29,west,1674.0
3256,22792,pink morsel,2020-04-30,north,1779.0
3257,22793,pink morsel,2020-04-30,south,1569.0
3258,22794,pink morsel,2020-04-30,east,1590.0
3259,22795,pink morsel,2020-04-30,west,1689.0
3260,22820,pink morsel,2020-05-01,north,1755.0
3261,22821,pink morsel,2020-05-01,south,1752.0
3262,22822,pink morsel,2020-05-01,east,1641.0
3263,22823,pink morsel,2020-05-01,west,1605.0
3264,22848,pink morsel,2020-05-02,north,1587.0
3265,22849,pink morsel,2020-05-02,south,1521.0
3266,22850,pink morsel,2020-05-02,east,1605.0
3267,22851,pink morsel,2020-05-02,west,1557.0
3268,22876,pink morsel,2020-05-03,north,1680.0
3269,22877,pink morsel,2020-05-03,south,1566.0
3270,22878,pink morsel,2020-05-03,east,1719.0
3271,22879,pink morsel,2020-05-03,west,1563.0
3272,22904,pink morsel,2020-05-04,north,1569.0
3273,22905,pink morsel,2020-05-04,south,1608.0
3274,22906,pink morsel,2020-05-04,east,1578.0
3275,22907,pink morsel,2020-05-04,west,1641.0
3276,22932,pink morsel,2020-05-05,north,1587.0
3277,22933,pink morsel,2020-05-05,south,1674.0
3278,22934,pink morsel,2020-05-05,east,1500.0
3279,22935,pink morsel,2020-05-05,west,1686.0
3280,22960,pink morsel,2020-05-06,north,1521.0
3281,22961,pink morsel,2020-05-06,south,1683.0
3282,22962,pink morsel,2020-05-06,east,1767.0
3283,22963,pink morsel,2020-05-06,west,1776.0
3284,22988,pink morsel,2020-05-07,north,1557.0
3285,22989,pink morsel,2020-05-07,south,1623.0
3286,22990,pink morsel,2020-05-07,east,1557.0
3287,22991,pink morsel,2020-05-07,west,1746.0
3288,23016,pink morsel,2020-05-08,north,1680.0
3289,23017,pink morsel,2020-05-08,south,1587.0
3290,23018,pink morsel,2020-05-08,east,1695.0
3291,23019,pink morsel,2020-05-08,west,1629.0
3292,23044,pink morsel,2020-05-09,north,1674.0
3293,23045,pink morsel,2020-05-09,south,1620.0
3294,23046,pink morsel,2020-05-09,east,1560.0
3295,23047,pink morsel,2020-05-09,west,1590.0
3296,23072,pink morsel,2020-05-10,north,1623.0
3297,23073,pink morsel,2020-05-10,south,1689.0
3298,23074,pink morsel,2020-05-10,east,1656.0
3299,23075,pink morsel,2020-05-10,west,1695.0
3300,23100,pink morsel,2020-05-11,north,1674.0
3301,23101,pink morsel,2020-05-11,south,1554.0
3302,23102,pink morsel,2020-05-11,east,1680.0
3303,23103,pink morsel,2020-05-11,west,1575.0
3304,23128,pink morsel,2020-05-12,north,1500.0
3305,23129,pink morsel,2020-05-12,south,1791.0
3306,23130,pink morsel,2020-05-12,east,1614.0
3307,23131,pink morsel,2020-05-12,west,1695.0
3308,23156,pink morsel,2020-05-13,north,1767.0
3309,23157,pink morsel,2020-05-13,south,1725.0
3310,23158,pink morsel,2020-05-13,east,1701.0
3311,23159,pink morsel,2020-05-13,west,1629.0
3312,23184,pink morsel,2020-05-14,north,1656.0
3313,23185,pink morsel,2020-05-14,south,1713.0
3314,23186,pink morsel,2020-05-14,east,1737.0
3315,23187,pink morsel,2020-05-14,west,1671.0
3316,23212,pink morsel,2020-05-15,north,1533.0
3317,23213,pink morsel,2020-05-15,south,1644.0
3318,23214,pink morsel,2020-05-15,east,1560.0
3319,23215,pink morsel,2020-05-15,west,1740.0
3320,23240,pink morsel,2020-05-16,north,1767.0
3321,23241,pink morsel,2020-05-16,south,1791.0
3322,23242,pink morsel,2020-05-16,east,1509.0
3323,23243,pink morsel,2020-05-16,west,1614.0
3324,23268,pink morsel,2020-05-17,north,1566.0
3325,23269,pink morsel,2020-05-17,south,1758.0
3326,23270,pink morsel,2020-05-17,east,1668.0
3327,23271,pink morsel,2020-05-17,west,1707.0
3328,23296,pink morsel,2020-05-18,north,1638.0
3329,23297,pink morsel,2020-05-18,south,1596.0
3330,23298,pink morsel,2020-05-18,east,1767.0
3331,23299,pink morsel,2020-05-18,west,1683.0
3332,23324,pink morsel,2020-05-19,north,1641.0
3333,23325,pink morsel,2020-05-19,south,1713.0
3334,23326,pink morsel,2020-05-19,east,1515.0
3335,23327,pink morsel,2020-05-19,west,1602.0
3336,23352,pink morsel,2020-05-20,north,1575.0
3337,23353,pink morsel,2020-05-20,south,1791.0
3338,23354,pink morsel,2020-05-20,east,1545.0
3339,23355,pink morsel,2020-05-20,west,1686.0
3340,23380,pink morsel,2020-05-21,north,1587.0
3341,23381,pink morsel,2020-05-21,south,1791.0
3342,23382,pink morsel,2020-05-21,east,1653.0
3343,23383,pink morsel,2020-05-21,west,1671.0
3344,23408,pink morsel,2020-05-22,north,1542.0
3345,23409,pink morsel,2020-05-22,south,1686.0
3346,23410,pink morsel,2020-05-22,east,1569.0
3347,23411,pink morsel,2020-05-22,west,1518.0
3348,23436,pink morsel,2020-05-23,north,1620.0
3349,23437,pink morsel,2020-05-23,south,1536.0
3350,23438,pink morsel,2020-05-23,east,1713.0
3351,23439,pink morsel,2020-05-23,west,1788.0
3352,23464,pink morsel,2020-05-24,north,1773.0
3353,23465,pink morsel,2020-05-24,south,1785.0
3354,23466,pink morsel,2020-05-24,east,1509.0
3355,23467,pink morsel,2020-05-24,west,1713.0
3356,23492,pink morsel,2020-05-25,north,1536.0
3357,23493,pink morsel,2020-05-25,south,1704.0
3358,23494,pink morsel,2020-05-25,east,1563.0
3359,23495,pink morsel,2020-05-25,west,1539.0
3360,23520,pink morsel,2020-05-26,north,1545.0
3361,23521,pink morsel,2020-05-26,south,1530.0
3362,23522,pink morsel,2020-05-26,east,1758.0
3363,23523,pink morsel,2020-05-26,west,1656.0
3364,23548,pink morsel,2020-05-27,north,1563.0
3365,23549,pink morsel,2020-05-27,south,1758.0
3366,23550,pink morsel,2020-05-27,east,1656.0
3367,23551,pink morsel,2020-05-27,west,1707.0
3368,23576,pink morsel,2020-05-28,north,1581.0
3369,23577,pink morsel,2020-05-28,south,1569.0
3370,23578,pink morsel,2020-05-28,east,1533.0
3371,23579,pink morsel,2020-05-28,west,1566.0
3372,23604,pink morsel,2020-05-29,north,1722.0
3373,23605,pink morsel,2020-05-29,south,1602.0
3374,23606,pink morsel,2020-05-29,east,1698.0
3375,23607,pink morsel,2020-05-29,west,1566.0
3376,23632,pink morsel,2020-05-30,north,1599.0
3377,23633,pink morsel,2020-05-30,south,1788.0
3378,23634,pink morsel,2020-05-30,east,1743.0
3379,23635,pink morsel,2020-05-30,west,1647.0
3380,23660,pink morsel,2020-05-31,north,1566.0
3381,23661,pink morsel,2020-05-31,south,1608.0
3382,23662,pink morsel,2020-05-31,east,1791.0
3383,23663,pink morsel,2020-05-31,west,1764.0
3384,23688,pink morsel,2020-06-01,north,1752.0
3385,23689,pink morsel,2020-06-01,south,1608.0
3386,23690,pink morsel,2020-06-01,east,1554.0
3387,23691,pink morsel,2020-06-01,west,1710.0
3388,23716,pink morsel,2020-06-02,north,1677.0
3389,23717,pink morsel,2020-06-02,south,1794.0
3390,23718,pink morsel,2020-06-02,east,1800.0
3391,23719,pink morsel,2020-06-02,west,1767.0
3392,23744,pink morsel,2020-06-03,north,1782.0
3393,23745,pink morsel,2020-06-03,south,1584.0
3394,23746,pink morsel,2020-06-03,east,1545.0
3395,23747,pink morsel,2020-06-03,west,1617.0
3396,23772,pink morsel,2020-06-04,north,1644.0
3397,23773,pink morsel,2020-06-04,south,1527.0
3398,23774,pink morsel,2020-06-04,east,1707.0
3399,23775,pink morsel,2020-06-04,west,1773.0
3400,23800,pink morsel,2020-06-05,north,1587.0
3401,23801,pink morsel,2020-06-05,south,1632.0
3402,23802,pink morsel,2020-06-05,east,1569.0
3403,23803,pink morsel,2020-06-05,west,1566.0
3404,23828,pink morsel,2020-06-06,north,1683.0
3405,23829,pink morsel,2020-06-06,south,1689.0
3406,23830,pink morsel,2020-06-06,east,1704.0
3407,23831,pink morsel,2020-06-06,west,1749.0
3408,23856,pink morsel,2020-06-07,north,1620.0
3409,23857,pink morsel,2020-06-07,south,1650.0
3410,23858,pink morsel,2020-06-07,east,1743.0
3411,23859,pink morsel,2020-06-07,west,1674.0
3412,23884,pink morsel,2020-06-08,north,1527.0
3413,23885,pink morsel,2020-06-08,south,1638.0
3414,23886,pink morsel,2020-06-08,east,1584.0
3415,23887,pink morsel,2020-06-08,west,1695.0
3416,23912,pink morsel,2020-06-09,north,1503.0
3417,23913,pink morsel,2020-06-09,south,1569.0
3418,23914,pink morsel,2020-06-09,east,1572.0
3419,23915,pink morsel,2020-06-09,west,1593.0
3420,23940,pink morsel,2020-06-10,north,1761.0
3421,23941,pink morsel,2020-06-10,south,1512.0
3422,23942,pink morsel,2020-06-10,east,1617.0
3423,23943,pink morsel,2020-06-10,west,1593.0
3424,23968,pink morsel,2020-06-11,north,1590.0
3425,23969,pink morsel,2020-06-11,south,1611.0
3426,23970,pink morsel,2020-06-11,east,1719.0
3427,23971,pink morsel,2020-06-11,west,1719.0
3428,23996,pink morsel,2020-06-12,north,1512.0
3429,23997,pink morsel,2020-06-12,south,1776.0
3430,23998,pink morsel,2020-06-12,east,1575.0
3431,23999,pink morsel,2020-06-12,west,1746.0
3432,24024,pink morsel,2020-06-13,north,1581.0
3433,24025,pink morsel,2020-06-13,south,1689.0
3434,24026,pink morsel,2020-06-13,east,1776.0
3435,24027,pink morsel,2020-06-13,west,1560.0
3436,24052,pink morsel,2020-06-14,north,1734.0
3437,24053,pink morsel,2020-06-14,south,1788.0
3438,24054,pink morsel,2020-06-14,east,1743.0
3439,24055,pink morsel,2020-06-14,west,1719.0
3440,24080,pink morsel,2020-06-15,north,1542.0
3441,24081,pink morsel,2020-06-15,south,1758.0
3442,24082,pink morsel,2020-06-15,east,1674.0
3443,24083,pink morsel,2020-06-15,west,1584.0
3444,24108,pink morsel,2020-06-16,north,1668.0
3445,24109,pink morsel,2020-06-16,south,1620.0
3446,24110,pink morsel,2020-06-16,east,1695.0
3447,24111,pink morsel,2020-06-16,west,1638.0
3448,24136,pink morsel,2020-06-17,north,1554.0
3449,24137,pink morsel,2020-06-17,south,1659.0
3450,24138,pink morsel,2020-06-17,east,1734.0
3451,24139,pink morsel,2020-06-17,west,1527.0
3452,24164,pink morsel,2020-06-18,north,1611.0
3453,24165,pink morsel,2020-06-18,south,1734.0
3454,24166,pink morsel,2020-06-18,east,1743.0
3455,24167,pink morsel,2020-06-18,west,1557.0
3456,24192,pink morsel,2020-06-19,north,1800.0
3457,24193,pink morsel,2020-06-19,south,1536.0
3458,24194,pink morsel,2020-06-19,east,1578.0
3459,24195,pink morsel,2020-06-19,west,1515.0
3460,24220,pink morsel,2020-06-20,north,1647.0
3461,24221,pink morsel,2020-06-20,south,1641.0
3462,24222,pink morsel,2020-06-20,east,1614.0
3463,24223,pink morsel,2020-06-20,west,1518.0
3464,24248,pink morsel,2020-06-21,north,1755.0
3465,24249,pink morsel,2020-06-21,south,1620.0
3466,24250,pink morsel,2020-06-21,east,1725.0
3467,24251,pink morsel,2020-06-21,west,1668.0
3468,24276,pink morsel,2020-06-22,north,1761.0
3469,24277,pink morsel,2020-06-22,south,1542.0
3470,24278,pink morsel,2020-06-22,east,1539.0
3471,24279,pink morsel,2020-06-22,west,1524.0
3472,24304,pink morsel,2020-06-23,north,1767.0
3473,24305,pink morsel,2020-06-23,south,1581.0
3474,24306,pink morsel,2020-06-23,east,1770.0
3475,24307,pink morsel,2020-06-23,west,1758.0
3476,24332,pink morsel,2020-06-24,north,1617.0
3477,24333,pink morsel,2020-06-24,south,1518.0
3478,24334,pink morsel,2020-06-24,east,1791.0
3479,24335,pink morsel,2020-06-24,west,1695.0
3480,24360,pink morsel,2020-06-25,north,1503.0
3481,24361,pink morsel,2020-06-25,south,1794.0
3482,24362,pink morsel,2020-06-25,east,1638.0
3483,24363,pink morsel,2020-06-25,west,1536.0
3484,24388,pink morsel,2020-06-26,north,1707.0
3485,24389,pink morsel,2020-06-26,south,1578.0
3486,24390,pink morsel,2020-06-26,east,1719.0
3487,24391,pink morsel,2020-06-26,west,1728.0
3488,24416,pink morsel,2020-06-27,north,1644.0
3489,24417,pink morsel,2020-06-27,south,1527.0
3490,24418,pink morsel,2020-06-27,east,1578.0
3491,24419,pink morsel,2020-06-27,west,1623.0
3492,24444,pink morsel,2020-06-28,north,1608.0
3493,24445,pink morsel,2020-06-28,south,1779.0
3494,24446,pink morsel,2020-06-28,east,1689.0
3495,24447,pink morsel,2020-06-28,west,1629.0
3496,24472,pink morsel,2020-06-29,north,1722.0
3497,24473,pink morsel,2020-06-29,south,1662.0
3498,24474,pink morsel,2020-06-29,east,1662.0
3499,24475,pink morsel,2020-06-29,west,1503.0
3500,24500,pink morsel,2020-06-30,north,1794.0
3501,24501,pink morsel,2020-06-30,south,1572.0
3502,24502,pink morsel,2020-06-30,east,1668.0
3503,24503,pink morsel,2020-06-30,west,1647.0
3504,24528,pink morsel,2020-07-01,north,1632.0
3505,24529,pink morsel,2020-07-01,south,1578.0
3506,24530,pink morsel,2020-07-01,east,1650.0
3507,24531,pink morsel,2020-07-01,west,1797.0
3508,24556,pink morsel,2020-07-02,north,1734.0
3509,24557,pink morsel,2020-07-02,south,1734.0
3510,24558,pink morsel,2020-07-02,east,1581.0
3511,24559,pink morsel,2020-07-02,west,1665.0
3512,24584,pink morsel,2020-07-03,north,1695.0
3513,24585,pink morsel,2020-07-03,south,1701.0
3514,24586,pink morsel,2020-07-03,east,1584.0
3515,24587,pink morsel,2020-07-03,west,1518.0
3516,24612,pink morsel,2020-07-04,north,1737.0
3517,24613,pink morsel,2020-07-04,south,1656.0
3518,24614,pink morsel,2020-07-04,east,1695.0
3519,24615,pink morsel,2020-07-04,west,1563.0
3520,24640,pink morsel,2020-07-05,north,1788.0
3521,24641,pink morsel,2020-07-05,south,1746.0
3522,24642,pink morsel,2020-07-05,east,1647.0
3523,24643,pink morsel,2020-07-05,west,1527.0
3524,24668,pink morsel,2020-07-06,north,1548.0
3525,24669,pink morsel,2020-07-06,south,1572.0
3526,24670,pink morsel,2020-07-06,east,1569.0
3527,24671,pink morsel,2020-07-06,west,1527.0
3528,24696,pink morsel,2020-07-07,north,1500.0
3529,24697,pink morsel,2020-07-07,south,1791.0
3530,24698,pink morsel,2020-07-07,east,1656.0
3531,24699,pink morsel,2020-07-07,west,1743.0
3532,24724,pink morsel,2020-07-08,north,1563.0
3533,24725,pink morsel,2020-07-08,south,1722.0
3534,24726,pink morsel,2020-07-08,east,1758.0
3535,24727,pink morsel,2020-07-08,west,1524.0
3536,24752,pink morsel,2020-07-09,north,1788.0
3537,24753,pink morsel,2020-07-09,south,1713.0
3538,24754,pink morsel,2020-07-09,east,1596.0
3539,24755,pink morsel,2020-07-09,west,1716.0
3540,24780,pink morsel,2020-07-10,north,1587.0
3541,24781,pink morsel,2020-07-10,south,1509.0
3542,24782,pink morsel,2020-07-10,east,1698.0
3543,24783,pink morsel,2020-07-10,west,1515.0
3544,24808,pink morsel,2020-07-11,north,1500.0
3545,24809,pink morsel,2020-07-11,south,1689.0
